,UAV_1_new_velocity_twist,actual_UAV_1_pose,actual_UAV_1_vel,goal_UAV_1_pose
85,"linear: 
  x: 0.558638572693
  y: -1.58289599419
  z: -0.0323688333741172
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.09808112105
  y: 1.16467889622
  z: 5.09527444839
orientation: 
  x: 0.0738225526606
  y: 0.0360316202929
  z: 0.034650607769
  w: 0.996017714922","linear: 
  x: 0.279884785414
  y: -1.01645982265
  z: -0.0356086157262
angular: 
  x: 0.0217941682786
  y: -0.0669734925032
  z: 0.061650518328","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
86,"linear: 
  x: 0.695844829082
  y: -1.62562644482
  z: -0.03552627947790243
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.03820622882
  y: 0.932108963285
  z: 5.10059213638
orientation: 
  x: 0.074870723048
  y: 0.0382899744257
  z: 0.0341876665444
  w: 0.995871204597","linear: 
  x: 0.291480988264
  y: -1.03499472141
  z: -0.0323089137673
angular: 
  x: 0.00190311903134
  y: 0.175712823868
  z: -0.00255485158414","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
87,"linear: 
  x: 0.872258722782
  y: -1.6412178278
  z: -0.039538981840466045
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.974363932218
  y: 0.691388214383
  z: 5.10738134384
orientation: 
  x: 0.0802553796418
  y: 0.0490914924668
  z: 0.0346232977544
  w: 0.994962475","linear: 
  x: 0.306230515242
  y: -1.06506633759
  z: -0.0343606583774
angular: 
  x: 0.0950364172459
  y: 0.0892738774419
  z: -0.00263075204566","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
88,"linear: 
  x: 0.973512291908
  y: -1.62730801105
  z: -0.04149774288632932
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.902019390668
  y: 0.446424568448
  z: 5.10775518417
orientation: 
  x: 0.0828373406933
  y: 0.0594328091327
  z: 0.0324122321685
  w: 0.994261114291","linear: 
  x: 0.365139305592
  y: -1.10019898415
  z: -0.0392101593316
angular: 
  x: -0.00156937993597
  y: 0.118327073753
  z: -0.114400722086","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
89,"linear: 
  x: 0.956858754158
  y: -1.61371636391
  z: -0.04369923019742253
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.816502937879
  y: 0.191832388196
  z: 5.10795593262
orientation: 
  x: 0.0841496824132
  y: 0.0654049298154
  z: 0.0322911867475
  w: 0.993779807283","linear: 
  x: 0.437058776617
  y: -1.12965166569
  z: -0.0435837358236
angular: 
  x: 0.0248409882188
  y: -0.0166477654129
  z: 0.0670385733247","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
90,"linear: 
  x: 1.13805758953
  y: -1.57991325855
  z: -0.04598231667012461
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.734305152501
  y: -0.0202235333585
  z: 5.10863161087
orientation: 
  x: 0.08320104891
  y: 0.0682433081893
  z: 0.0320087177536
  w: 0.993677955041","linear: 
  x: 0.49833843112
  y: -1.15051114559
  z: -0.0434748567641
angular: 
  x: 0.1098190099
  y: 0.0357946529984
  z: -0.019064411521","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
91,"linear: 
  x: 1.30984163284
  y: -1.51075065136
  z: -0.04413058148871848
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.621480116452
  y: -0.285124694552
  z: 5.09818792343
orientation: 
  x: 0.0825237165479
  y: 0.0651821024036
  z: 0.0310630695974
  w: 0.993969926829","linear: 
  x: 0.559754312038
  y: -1.17261755466
  z: -0.0492313355207
angular: 
  x: -0.0423311255872
  y: -0.0702799707651
  z: 0.034129332751","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
92,"linear: 
  x: 1.33816719055
  y: -1.48573601246
  z: -0.04355708371607756
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.497238287534
  y: -0.548696433749
  z: 5.0908164978
orientation: 
  x: 0.0808614554938
  y: 0.0736378241464
  z: 0.0316291417479
  w: 0.99349810934","linear: 
  x: 0.605855226517
  y: -1.1778537035
  z: -0.0502638742328
angular: 
  x: -0.0145172420889
  y: 0.117658056319
  z: 0.017518600449","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
93,"linear: 
  x: 1.36617040634
  y: -1.46001195908
  z: -0.044083089646328885
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.359881529416
  y: -0.811520015445
  z: 5.08559703827
orientation: 
  x: 0.0758533320292
  y: 0.0859185424163
  z: 0.0315343131483
  w: 0.992909796096","linear: 
  x: 0.681540250778
  y: -1.18637835979
  z: -0.0439234562218
angular: 
  x: -0.000718850293197
  y: 0.0753230527043
  z: -0.0135756209493","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
94,"linear: 
  x: 1.39407920837
  y: -1.43337500095
  z: -0.044490004930895215
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.203008541669
  y: -1.08025494739
  z: 5.07965135574
orientation: 
  x: 0.0753496278779
  y: 0.0883059184105
  z: 0.030298819041
  w: 0.992777155215","linear: 
  x: 0.762874364853
  y: -1.16646361351
  z: -0.0467744730413
angular: 
  x: 0.0410563983023
  y: 0.00803081039339
  z: -0.0372042991221","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
95,"linear: 
  x: 1.42045772076
  y: -1.40721476078
  z: -0.04523674817370095
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.0336704345598
  y: -1.34163514301
  z: 5.07409143448
orientation: 
  x: 0.0756880690982
  y: 0.0866965315332
  z: 0.030398286156
  w: 0.99289021136","linear: 
  x: 0.826074540615
  y: -1.15346801281
  z: -0.0492378845811
angular: 
  x: 0.0151768950745
  y: 0.0317910276353
  z: -0.00542678497732","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
96,"linear: 
  x: 1.42641949654
  y: -1.3601899147
  z: -0.043214559242442635
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.150192251597
  y: -1.60329238101
  z: 5.06491327286
orientation: 
  x: 0.0751825640734
  y: 0.086866355197
  z: 0.0292618399993
  w: 0.99294791561","linear: 
  x: 0.866393864155
  y: -1.15015113354
  z: -0.0480544418097
angular: 
  x: 0.017890734598
  y: -0.0431381724775
  z: -0.00405828654766","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
97,"linear: 
  x: 1.43899273872
  y: -1.31838858128
  z: -0.038843650100970815
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.341780414973
  y: -1.85891715213
  z: 5.05266618729
orientation: 
  x: 0.0754032680538
  y: 0.0876501299997
  z: 0.0301668579612
  w: 0.992835214202","linear: 
  x: 0.905644714832
  y: -1.14291524887
  z: -0.0486579574645
angular: 
  x: 0.0171622745693
  y: 0.0113833881915
  z: 0.0643690004945","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
98,"linear: 
  x: 1.44429588318
  y: -1.26143562794
  z: -0.03404879792959868
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.546286573802
  y: -2.1210307233
  z: 5.04117441177
orientation: 
  x: 0.0721472941211
  y: 0.0876158777017
  z: 0.0300920069434
  w: 0.99308242208","linear: 
  x: 0.93881469965
  y: -1.14953076839
  z: -0.0460393317044
angular: 
  x: -0.0425983443856
  y: 0.00965006928891
  z: -0.0116115109995","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
99,"linear: 
  x: 1.42128682137
  y: -1.13247966766
  z: -0.026798870946205273
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.866199245845
  y: -2.50970975086
  z: 5.02689981461
orientation: 
  x: 0.068590206597
  y: 0.0890122177667
  z: 0.0296641312007
  w: 0.993223161212","linear: 
  x: 0.979133844376
  y: -1.13182687759
  z: -0.0396065339446
angular: 
  x: -0.0248839631677
  y: -0.0176378246397
  z: 0.0207812543958","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
100,"linear: 
  x: 1.36902034283
  y: -1.00289154053
  z: -0.0230737760951798
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.08177875558
  y: -2.75927869007
  z: 5.02041149139
orientation: 
  x: 0.0638287107173
  y: 0.0892610434902
  z: 0.0303183773668
  w: 0.993498443782","linear: 
  x: 0.996533751488
  y: -1.10859525204
  z: -0.0296233091503
angular: 
  x: -0.113313376904
  y: 0.0437728278339
  z: -0.0507947169244","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
101,"linear: 
  x: 1.2662525177
  y: -0.82201051712
  z: -0.019344464770831824
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.30226801911
  y: -3.00340787097
  z: 5.01513290405
orientation: 
  x: 0.0550595989727
  y: 0.0875371979163
  z: 0.0310576321589
  w: 0.994153460501","linear: 
  x: 1.01174175739
  y: -1.08124530315
  z: -0.0271274633706
angular: 
  x: -0.106195308268
  y: -0.0878906995058
  z: 0.0852712616324","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
