,UAV_1_new_velocity_twist,actual_UAV_1_pose,actual_UAV_1_vel,goal_UAV_1_pose
45,"linear: 
  x: -1.77385795116
  y: 0.786542892456
  z: -0.012363676405088415
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 4.50160373595
  y: -2.67525201901
  z: 5.0624666214
orientation: 
  x: -0.0432460939441
  y: -0.0130117779961
  z: 0.0129231089288
  w: 0.99889612185","linear: 
  x: -0.210232123733
  y: 0.368237495422
  z: -0.00316019868478
angular: 
  x: 0.0889831110835
  y: -0.473559528589
  z: -0.0552004091442","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
46,"linear: 
  x: -1.74265491962
  y: 0.759727299213
  z: -0.015868573789066014
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 4.43155445006
  y: -2.60061031445
  z: 5.07942724228
orientation: 
  x: -0.031559052923
  y: -0.0887243697746
  z: 0.0125863127807
  w: 0.995476567839","linear: 
  x: -0.365947008133
  y: 0.352600097656
  z: 0.00271854689345
angular: 
  x: 0.0259829703718
  y: -0.301068276167
  z: 0.0185913294554","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
47,"linear: 
  x: -1.69656229019
  y: 0.727526903152
  z: -0.01683242753347878
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 4.31618560699
  y: -2.52242141828
  z: 5.08309793472
orientation: 
  x: -0.0315481291256
  y: -0.0915083774897
  z: 0.0122371262108
  w: 0.995229212363","linear: 
  x: -0.611513435841
  y: 0.317601919174
  z: -0.0165221132338
angular: 
  x: -0.000481491908431
  y: 0.131494253874
  z: 0.0153796644881","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
48,"linear: 
  x: -1.64175701141
  y: 0.693115532398
  z: -0.01713081305784421
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 4.17132247832
  y: -2.44810014829
  z: 5.08317899704
orientation: 
  x: -0.0326681406376
  y: -0.0753147609732
  z: 0.0108158084986
  w: 0.996565852141","linear: 
  x: -0.775534272194
  y: 0.298626333475
  z: -0.0182543117553
angular: 
  x: 0.02444591932
  y: 0.188561871648
  z: -0.0380488075316","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
49,"linear: 
  x: -1.58005917072
  y: 0.655518233776
  z: -0.018880414737975804
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 4.00367368606
  y: -2.37257104978
  z: 5.08993911743
orientation: 
  x: -0.0326114601863
  y: -0.0644935414938
  z: 0.00982434618256
  w: 0.997336732499","linear: 
  x: -0.844534635544
  y: 0.287136673927
  z: -0.0202501639724
angular: 
  x: 0.0678695887327
  y: 0.0709215402603
  z: 0.0269962921739","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
50,"linear: 
  x: -1.51526260376
  y: 0.615569829941
  z: -0.020738529480511313
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 3.82484687713
  y: -2.29517322644
  z: 5.0967707634
orientation: 
  x: -0.0332574321848
  y: -0.0593578001521
  z: 0.0106122390883
  w: 0.997626170039","linear: 
  x: -0.8741492033
  y: 0.279158473015
  z: -0.0227516554296
angular: 
  x: -0.00279506994411
  y: 0.0684584826231
  z: -0.0102051226422","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
51,"linear: 
  x: -1.4495729208
  y: 0.574192583561
  z: -0.022608314042715245
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 3.64030374435
  y: -2.21800333127
  z: 5.10323572159
orientation: 
  x: -0.0321269194999
  y: -0.0575108490981
  z: 0.00962060808885
  w: 0.997781442591","linear: 
  x: -0.881928265095
  y: 0.284065783024
  z: -0.0214143507183
angular: 
  x: 0.00368355656974
  y: 0.0152378436178
  z: -0.0565132275224","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
52,"linear: 
  x: -1.38213729858
  y: 0.53051584959
  z: -0.025240798422224382
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 3.4459825888
  y: -2.14080816373
  z: 5.11262083054
orientation: 
  x: -0.0328064771748
  y: -0.0556387507099
  z: 0.0102696688279
  w: 0.997859007264","linear: 
  x: -0.886909425259
  y: 0.270313918591
  z: -0.0232309214771
angular: 
  x: -0.0545126870275
  y: -0.0408772602677
  z: -0.0340066291392","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
53,"linear: 
  x: -1.31527197361
  y: 0.485337406397
  z: -0.028003814446387065
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 3.24722875503
  y: -2.06551080808
  z: 5.1219792366
orientation: 
  x: -0.03007048849
  y: -0.0523574576325
  z: 0.00987382655691
  w: 0.998126730381","linear: 
  x: -0.883099138737
  y: 0.268538236618
  z: -0.0238368809223
angular: 
  x: 0.0972877964377
  y: 0.023188252002
  z: 0.0359551683068","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
54,"linear: 
  x: -1.25164151192
  y: 0.439770191908
  z: -0.0314015483973882
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 3.05139650252
  y: -1.9935136424
  z: 5.13351297379
orientation: 
  x: -0.0287292340815
  y: -0.0510521950253
  z: 0.010759583956
  w: 0.998224692064","linear: 
  x: -0.865292012691
  y: 0.256916046143
  z: -0.0279299467802
angular: 
  x: -0.00855358410627
  y: -0.0132562890649
  z: 0.0444932691753","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
55,"linear: 
  x: -1.19069862366
  y: 0.392873346806
  z: -0.03512383369726945
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 2.85460914519
  y: -1.92439514264
  z: 5.14569234848
orientation: 
  x: -0.0275839753459
  y: -0.0468071395323
  z: 0.0106988509156
  w: 0.99846569825","linear: 
  x: -0.859455347061
  y: 0.250481188297
  z: -0.0302840135992
angular: 
  x: -0.01800962165
  y: 0.107265934348
  z: 0.0344993136823","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
56,"linear: 
  x: -1.12630569935
  y: 0.351350158453
  z: -0.038714638746269084
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 2.66414989379
  y: -1.85877615079
  z: 5.15670728683
orientation: 
  x: -0.0260773810996
  y: -0.0458216226875
  z: 0.0108239006766
  w: 0.998550545673","linear: 
  x: -0.842230856419
  y: 0.236995577812
  z: -0.0358444079757
angular: 
  x: 0.00971326977015
  y: -0.0225426889956
  z: -0.0472935251892","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
57,"linear: 
  x: -1.05828404427
  y: 0.311731904745
  z: -0.041742789358789695
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 2.47145379928
  y: -1.79361587628
  z: 5.16474294662
orientation: 
  x: -0.0231645900166
  y: -0.043822730679
  z: 0.0107403656176
  w: 0.998712979084","linear: 
  x: -0.820266485214
  y: 0.222926899791
  z: -0.0455752052367
angular: 
  x: 0.0160932522267
  y: -0.0178224984556
  z: 0.0338884927332","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
58,"linear: 
  x: -0.994523942471
  y: 0.275277376175
  z: -0.04413469805842594
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 2.29096807387
  y: -1.73403650388
  z: 5.17001581192
orientation: 
  x: -0.0219893271471
  y: -0.0419818367841
  z: 0.0109623948939
  w: 0.998816209705","linear: 
  x: -0.795941591263
  y: 0.207084909081
  z: -0.0446623973548
angular: 
  x: 0.0407619252801
  y: -0.0163326635957
  z: -0.0708489716053","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
59,"linear: 
  x: -0.929615437984
  y: 0.239133730531
  z: -0.046943250744194344
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 2.10731996444
  y: -1.6756702052
  z: 5.17634916306
orientation: 
  x: -0.0205240248099
  y: -0.0395684772682
  z: 0.0103806844295
  w: 0.998952121677","linear: 
  x: -0.775062263012
  y: 0.192412629724
  z: -0.0493214987218
angular: 
  x: -0.0253030117601
  y: -0.014570267871
  z: 0.02468807064","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
60,"linear: 
  x: -0.838850796223
  y: 0.190846920013
  z: -0.04974004606664685
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.85062374023
  y: -1.59952932462
  z: 5.18026971817
orientation: 
  x: -0.0186041795381
  y: -0.035826292826
  z: 0.0112669902845
  w: 0.999121322051","linear: 
  x: -0.734642207623
  y: 0.164321765304
  z: -0.053900308907
angular: 
  x: 0.0125274555758
  y: 0.0933663398027
  z: -0.000470145663712","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
61,"linear: 
  x: -0.788736879826
  y: 0.165131703019
  z: -0.050787445553883905
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.70917619613
  y: -1.55943065747
  z: 5.18038129807
orientation: 
  x: -0.0177242117407
  y: -0.0325984912324
  z: 0.0110942723576
  w: 0.999249772484","linear: 
  x: -0.713933289051
  y: 0.151019379497
  z: -0.05407987535
angular: 
  x: 0.0228645280004
  y: 0.146635353565
  z: -0.0258875917643","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
62,"linear: 
  x: -0.732616245747
  y: 0.137610450387
  z: -0.051500988001199496
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.55093921569
  y: -1.51746946439
  z: 5.17876911163
orientation: 
  x: -0.01539204103
  y: -0.0293743608473
  z: 0.0109674529908
  w: 0.999389787307","linear: 
  x: -0.689057469368
  y: 0.13527405262
  z: -0.0573036856949
angular: 
  x: 0.0405721515417
  y: -0.00366722187027
  z: -0.0244466606528","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
63,"linear: 
  x: -0.694921731949
  y: 0.0954540967941
  z: -0.05253243508468404
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.39574445632
  y: -1.47856432065
  z: 5.17823076248
orientation: 
  x: -0.0155040044954
  y: -0.0287891946702
  z: 0.0113353530982
  w: 0.99940097953","linear: 
  x: -0.658425331116
  y: 0.117365397513
  z: -0.057584322989
angular: 
  x: -0.0439945496619
  y: 0.0305830966681
  z: 0.0407616756856","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
64,"linear: 
  x: -0.674710333347
  y: 0.0445009171963
  z: -0.05409734513639913
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.2491160765
  y: -1.44376712903
  z: 5.17956113815
orientation: 
  x: -0.014603242871
  y: -0.0278891551025
  z: 0.01156808711
  w: 0.999437401584","linear: 
  x: -0.637838363647
  y: 0.0944290459156
  z: -0.0542034842074
angular: 
  x: 0.0618225671351
  y: 0.0437732934952
  z: 0.010239912197","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
65,"linear: 
  x: -0.665581345558
  y: -0.00786957144737
  z: -0.055173618009126076
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.10919393447
  y: -1.41366249188
  z: 5.17930173874
orientation: 
  x: -0.0116055630088
  y: -0.0266748559711
  z: 0.012027825024
  w: 0.999504424398","linear: 
  x: -0.608776032925
  y: 0.0876707360148
  z: -0.0564904399216
angular: 
  x: -0.0166431646794
  y: -0.0367898270488
  z: 0.0132725704461","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
66,"linear: 
  x: -0.6700476408
  y: -0.0618226528168
  z: -0.054696756541997654
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.973739756614
  y: -1.38911491498
  z: 5.17413187027
orientation: 
  x: -0.00912435588744
  y: -0.0279041627229
  z: 0.011963762009
  w: 0.999497359792","linear: 
  x: -0.594301044941
  y: 0.0637637972832
  z: -0.0595174729824
angular: 
  x: 0.00819966476411
  y: -0.0266322046518
  z: -0.0374292135239","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
67,"linear: 
  x: -0.688808143139
  y: -0.11460801959
  z: -0.05604297484225292
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.846179617912
  y: -1.36908107862
  z: 5.17497396469
orientation: 
  x: -0.0057929486687
  y: -0.0286150351362
  z: 0.0117593500583
  w: 0.999504546861","linear: 
  x: -0.586910009384
  y: 0.0395155400038
  z: -0.0587871856987
angular: 
  x: 0.0143737373874
  y: -0.0416727401316
  z: -0.00682908110321","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
68,"linear: 
  x: -0.728140592575
  y: -0.168395996094
  z: -0.057199809187415206
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.715550555259
  y: -1.3541436778
  z: 5.1750664711
orientation: 
  x: -0.00437440277494
  y: -0.0307332250646
  z: 0.0114732988898
  w: 0.999452198402","linear: 
  x: -0.581517457962
  y: 0.00463598500937
  z: -0.057576790452
angular: 
  x: 0.0604931265116
  y: -0.0161797776818
  z: -0.0419566556811","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
69,"linear: 
  x: -0.790330529213
  y: -0.215536534786
  z: -0.05826983797077137
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.589905871421
  y: -1.34660726651
  z: 5.17499542236
orientation: 
  x: -0.00302720660015
  y: -0.0319848599165
  z: 0.0111441324578
  w: 0.999421639283","linear: 
  x: -0.584396243095
  y: -0.0212409254164
  z: -0.0621204040945
angular: 
  x: 0.0146672558039
  y: -0.00208406639285
  z: -0.0262587964535","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
70,"linear: 
  x: -0.880441844463
  y: -0.252342313528
  z: -0.059036470133770017
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.461802138358
  y: -1.34417778119
  z: 5.17392778397
orientation: 
  x: -0.000832757128331
  y: -0.0345637520726
  z: 0.0120761670335
  w: 0.999329184878","linear: 
  x: -0.597796916962
  y: -0.0448206402361
  z: -0.0586635060608
angular: 
  x: 0.0348001755774
  y: -0.0135879954323
  z: 0.0182308666408","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
71,"linear: 
  x: -0.921421647072
  y: -0.269414663315
  z: -0.06017490413125058
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.332004202873
  y: -1.34729868039
  z: 5.17390155792
orientation: 
  x: 0.00226213470804
  y: -0.0397085335356
  z: 0.0116765740525
  w: 0.999140517009","linear: 
  x: -0.616510093212
  y: -0.0668333396316
  z: -0.0641146302223
angular: 
  x: 0.0433855615556
  y: -0.0426093265414
  z: -0.0287112034857","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
72,"linear: 
  x: -0.887048482895
  y: -0.279485285282
  z: -0.061275799078485856
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.19617523101
  y: -1.3554616557
  z: 5.17357969284
orientation: 
  x: 0.00459517614489
  y: -0.0447472044969
  z: 0.0120742293773
  w: 0.99891480369","linear: 
  x: -0.648168087006
  y: -0.0866850763559
  z: -0.0627761185169
angular: 
  x: 0.0230222400278
  y: -0.0330740101635
  z: 0.00924233812839","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
73,"linear: 
  x: -0.850232183933
  y: -0.287828862667
  z: -0.06229267657271958
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.0551544561684
  y: -1.36733013257
  z: 5.17284822464
orientation: 
  x: 0.0044511115152
  y: -0.0474566200777
  z: 0.0117920559209
  w: 0.998793774627","linear: 
  x: -0.696479976177
  y: -0.1140922755
  z: -0.0664991959929
angular: 
  x: 0.0379037931561
  y: 0.0279855560511
  z: -0.0291103832424","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
74,"linear: 
  x: -0.877910494804
  y: -0.298789858818
  z: -0.06329913066614841
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.092780934304
  y: -1.38330465421
  z: 5.17188978195
orientation: 
  x: 0.00584396051234
  y: -0.0435490980435
  z: 0.011927852483
  w: 0.998962987563","linear: 
  x: -0.719923377037
  y: -0.130022183061
  z: -0.0702101811767
angular: 
  x: 0.0384186469018
  y: 0.0387688241899
  z: -0.0118088852614","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
75,"linear: 
  x: -1.10354614258
  y: -0.273528248072
  z: -0.0623270987860699
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.242410527199
  y: -1.40535169705
  z: 5.16565608978
orientation: 
  x: 0.0041915894241
  y: -0.0394759092885
  z: 0.0115029700327
  w: 0.999145517352","linear: 
  x: -0.729016721249
  y: -0.147463425994
  z: -0.0688720792532
angular: 
  x: 0.0391262099147
  y: 0.0190062485635
  z: 0.015207272023","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
76,"linear: 
  x: -1.34578251839
  y: -0.155222103
  z: -0.06088892618451294
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.395168887109
  y: -1.43355899915
  z: 5.15840244293
orientation: 
  x: 0.00523234304835
  y: -0.0409748709476
  z: 0.0121489980177
  w: 0.999072612168","linear: 
  x: -0.728491067886
  y: -0.156662836671
  z: -0.0671247020364
angular: 
  x: 0.00455405935645
  y: -0.0247648768127
  z: 0.0605667978525","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
77,"linear: 
  x: -1.39100718498
  y: -0.0965396016836
  z: -0.06237456111120208
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.550840245217
  y: -1.46495586499
  z: 5.15881252289
orientation: 
  x: 0.00284341332968
  y: -0.0566468244249
  z: 0.0116973937877
  w: 0.998321703291","linear: 
  x: -0.761876046658
  y: -0.162678390741
  z: -0.0640270709991
angular: 
  x: -0.00106280983891
  y: -0.0715046823025
  z: -0.0889505073428","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
78,"linear: 
  x: -1.35620188713
  y: -0.0903201550245
  z: -0.06606028716916053
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.716015444726
  y: -1.49605184659
  z: 5.1643705368
orientation: 
  x: -0.00448352620647
  y: -0.0735367455568
  z: 0.0108327089124
  w: 0.997223594518","linear: 
  x: -0.837216675282
  y: -0.149713143706
  z: -0.0629227682948
angular: 
  x: -0.148013785481
  y: -0.126211807132
  z: 0.015589707531","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
79,"linear: 
  x: -1.54842102528
  y: 0.160944581032
  z: -0.07152898607823217
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.998136149377
  y: -1.53530222043
  z: 5.17084407806
orientation: 
  x: -0.00981953578764
  y: -0.072855530086
  z: 0.0105813453198
  w: 0.997238027546","linear: 
  x: -0.97832775116
  y: -0.113627880812
  z: -0.0754030719399
angular: 
  x: 0.0612189434469
  y: 0.0987507179379
  z: -0.0141166318208","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
80,"linear: 
  x: -1.6726051569
  y: 0.527862012386
  z: -0.07380514936850088
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.20437799546
  y: -1.55404764279
  z: 5.17086315155
orientation: 
  x: -0.0148622998724
  y: -0.0722716342153
  z: 0.0105164807419
  w: 0.997218795733","linear: 
  x: -1.03950226307
  y: -0.0723479017615
  z: -0.0791662633419
angular: 
  x: -0.218779608607
  y: -0.116271562874
  z: -0.01013196446","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
81,"linear: 
  x: -1.63608908653
  y: 0.541843473911
  z: -0.07255016846868133
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.41887341592
  y: -1.56449419126
  z: 5.16236972809
orientation: 
  x: -0.0332700356245
  y: -0.0814280232547
  z: 0.00953235223958
  w: 0.996078167625","linear: 
  x: -1.10321807861
  y: -0.00612540589645
  z: -0.0778410360217
angular: 
  x: -0.288018286228
  y: -0.165929928422
  z: 0.0736639872193","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
82,"linear: 
  x: -1.61800825596
  y: 0.644647419453
  z: -0.07246915461026984
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.65241359326
  y: -1.55723863706
  z: 5.15585613251
orientation: 
  x: -0.0497444085482
  y: -0.0846710701412
  z: 0.00774975123808
  w: 0.995136294713","linear: 
  x: -1.16815578938
  y: 0.102190159261
  z: -0.0801318287849
angular: 
  x: -0.0338714681566
  y: 0.0886297151446
  z: -0.0358291082084","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
83,"linear: 
  x: -1.56573998928
  y: 1.07290399075
  z: -0.07163510743994546
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.89889560792
  y: -1.52669578656
  z: 5.14708518982
orientation: 
  x: -0.0471370729507
  y: -0.0788818443902
  z: 0.00698225756681
  w: 0.995744444654","linear: 
  x: -1.22158432007
  y: 0.218543767929
  z: -0.0786288008094
angular: 
  x: -0.0496698766947
  y: -0.00572963198647
  z: -0.0212045740336","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
84,"linear: 
  x: -1.44612896442
  y: 1.31143057346
  z: -0.07393346396802965
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.14783226106
  y: -1.47725921735
  z: 5.14425134659
orientation: 
  x: -0.0573728220624
  y: -0.0751320808847
  z: 0.00763418481726
  w: 0.995492465533","linear: 
  x: -1.24719679356
  y: 0.314679861069
  z: -0.071755670011
angular: 
  x: -0.349294245243
  y: 0.0363575816154
  z: 0.0143678216264","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
85,"linear: 
  x: -1.41037023067
  y: 1.32614994049
  z: -0.08002882231417965
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.40035937878
  y: -1.40505748853
  z: 5.14742517471
orientation: 
  x: -0.0808490924363
  y: -0.0692591561482
  z: 0.00586928554671
  w: 0.994299826526","linear: 
  x: -1.24483311176
  y: 0.449002593756
  z: -0.0771482884884
angular: 
  x: -0.206404447556
  y: 0.121798858047
  z: 0.000583105313126","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
86,"linear: 
  x: -1.19995558262
  y: 1.59765136242
  z: -0.08727426761265027
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.65346007201
  y: -1.30143600568
  z: 5.15042209625
orientation: 
  x: -0.0853385066343
  y: -0.0638289106327
  z: 0.0043005378374
  w: 0.99429609012","linear: 
  x: -1.22126221657
  y: 0.599253773689
  z: -0.0890883952379
angular: 
  x: 0.0815460309386
  y: 0.053066726774
  z: -0.031795360148","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
87,"linear: 
  x: -1.1408495903
  y: 1.64006745815
  z: -0.0929573673937033
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.89596478793
  y: -1.17237192258
  z: 5.14875841141
orientation: 
  x: -0.0852168126632
  y: -0.0600954260823
  z: 0.00534000567878
  w: 0.994534121558","linear: 
  x: -1.19010698795
  y: 0.73074054718
  z: -0.0922360941768
angular: 
  x: -0.168845191598
  y: 0.25700545311
  z: 0.106087259948","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
88,"linear: 
  x: -1.06301558018
  y: 1.65595388412
  z: -0.09736271179260074
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.13801150176
  y: -1.01477008924
  z: 5.14504718781
orientation: 
  x: -0.0936540154892
  y: -0.0515145898483
  z: 0.00557189735077
  w: 0.994255563915","linear: 
  x: -1.13960158825
  y: 0.842095077038
  z: -0.0955968499184
angular: 
  x: 0.0216555539519
  y: 0.0134057607502
  z: 0.0522286444902","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
89,"linear: 
  x: -0.995196402073
  y: 1.67794728279
  z: -0.10051433692893252
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.3638148472
  y: -0.837168751802
  z: 5.13714075089
orientation: 
  x: -0.0921103092309
  y: -0.0506246524361
  z: 0.00659728794775
  w: 0.994439194366","linear: 
  x: -1.09262180328
  y: 0.942666649818
  z: -0.101049214602
angular: 
  x: 0.0274842362851
  y: -0.0130877904594
  z: 0.0980755463243","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
